,title,tagline,overview,vote_count,vote_average,release_date,runtime,original_language,spoken_lang_en,spoken_lang_fr,spoken_lang_de,spoken_lang_es,spoken_lang_it,spoken_lang_ja,spoken_lang_ru,spoken_lang_other,Drama,Comedy,Thriller,Romance,Action,Horror,Crime,Documentary,Adventure,Science Fiction,Family,Mystery,Fantasy,Animation,Foreign,Music,History,War,Western,TV Movie,production_companies,production_US,production_GB,production_FR,production_DE,production_IT,production_CA,production_JP,production_other,revenue
13959,"['perfect', 'getaway']","['welcome', 'paradise', 'enter', 'risk']","['honeymoon', 'newlywed', 'cliff', 'cydney', 'head', 'tropical', 'island', 'hawaii', 'journeying', 'paradisaical', 'countryside', 'couple', 'encounter', 'kale', 'cleo', 'two', 'disgruntled', 'hitchhiker', 'nick', 'gina', 'two', 'wild', 'wellmeaning', 'spirit', 'help', 'guide', 'lush', 'jungle', 'picturesque', 'waterfall', 'scenic', 'mountainside', 'quickly', 'give', 'way', 'terror', 'cliff', 'cydney', 'learn', 'grisly', 'murder', 'occurred', 'nearby', 'realize', 'followed', 'chance', 'acquaintance', 'suspiciously', 'fit', 'description', 'killer']",355.0,6.2,2009-06-08,98.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,119,1,0,0,0,0,0,0,0,22852638.0
13963,"['dallas', '362']","['sometimes', 'way', 'home', 'hell']","['rusty', 'shawn', 'hatosy', 'bailed', 'bad', 'situation', 'understanding', 'distraught', 'mother', 'mary', 'kelly', 'lynch', 'mary', 'start', 'dating', 'psychologist', 'bob', 'jeff', 'goldblum', 'rusty', 'connects', 'man', 'begin', 'talking', 'problem', 'rusty', 'benefit', 'therapy', 'session', 'best', 'friend', 'dallas', 'scott', 'caan', 'still', 'involved', 'illegal', 'dangerous', 'activity', 'take', 'issue', 'rusty', 'going', 'straight', 'cleaning', 'life']",2.0,5.5,2003-09-12,100.0,en,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,0,0,0,18928.0
13965,"['alien', 'attic']","['alien', 'v', 'pearsons']","['summer', 'vacation', 'pearson', 'family', 'kid', 'stuck', 'boring', 'lake', 'house', 'nerdy', 'parent', 'feisty', 'little', 'green', 'alien', 'crashland', 'roof', 'plan', 'conquer', 'house', 'earth', 'using', 'wit', 'courage', 'video', 'gameplaying', 'skill', 'youngster', 'must', 'band', 'together', 'defeat', 'alien', 'save', 'world', 'toughest', 'part', 'might', 'keeping', 'whole', 'thing', 'secret', 'parent', 'featuring', 'allstar', 'cast', 'including', 'ashley', 'tisdale', 'andy', 'richter', 'kevin', 'nealon', 'tim', 'meadow', 'doris', 'robert', 'alien', 'attic', 'fun', 'planet']",254.0,5.3,2009-07-31,86.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,836,1,0,0,0,0,0,0,0,57881056.0
13966,"['district', '9']",['welcome'],"['alien', 'land', 'south', 'africa', 'ship', 'totally', 'disabled', 'way', 'home', 'year', 'later', 'living', 'slum', 'wearing', 'welcome', 'nonhumans', 'moved', 'new', 'tent', 'city', 'overseen', 'multinational', 'united', 'mnu']",3451.0,7.3,2009-08-05,112.0,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,197,0,0,1,0,1,0,0,1,210819611.0
13967,"['julie', 'julia']","['based', 'two', 'true', 'story']","['julia', 'child', 'julie', 'powell', 'wrote', 'memoir', 'find', 'life', 'intertwined', 'though', 'separated', 'time', 'space', 'woman', 'loose', 'end', 'discover', 'right', 'combination', 'passion', 'fearlessness', 'butter', 'anything', 'possible']",579.0,6.6,2009-08-06,123.0,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,431,0,0,0,0,0,0,0,1,129540499.0
13969,['obsessed'],"['sharon', 'derek', 'theyve', 'ever', 'wanted', 'someone', 'else', 'want']","['thing', 'could', 'better', 'derek', 'charles', 'he', 'received', 'big', 'promotion', 'work', 'wonderful', 'marriage', 'beautiful', 'wife', 'sharon', 'however', 'idyllic', 'world', 'step', 'lisa', 'temporary', 'worker', 'dereks', 'office', 'lisa', 'begin', 'stalk', 'derek', 'jeopardizing', 'hold', 'dear']",138.0,5.1,2009-04-24,108.0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,73830340.0
13970,"['race', 'witch', 'mountain']",['race'],"['taxi', 'driver', 'get', 'bargained', 'pick', 'two', 'teen', 'runaway', 'pair', 'posse', 'supernatural', 'power', 'also', 'trying', 'desperately', 'escape', 'people', 'made', 'target']",520.0,5.4,2009-03-12,98.0,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,263,0,0,1,1,0,0,0,1,106303988.0
13971,['pagafantas'],[],"['pagafantas', 'latin', 'pagfantas', 'paying', 'fantas', 'adjective', 'describing', 'male', 'subject', 'constantly', 'ridiculed', 'belief', 'relationship', 'female', 'subject', 'considers', 'friend', 'us', 'pay', 'drink', 'chema', 'aware', 'become', 'biggest', 'pagafantas', 'history', 'fact', 'turning', 'life', 'upside', 'hope', 'somebody', 'pay', 'fantas', 'broken', 'elisa', 'girlfriend', 'six', 'year', 'gone', 'back', 'mother', 'intends', 'everything', 'able', 'six', 'year', 'everything', 'change', 'night', 'meet', 'claudia', 'wannabe', 'argentinean', 'hairdresser', 'arrived', 'spain', 'gorgeous', 'fun', 'best', 'part', 'know', 'nobody', 'spain']",10.0,5.2,2009-07-02,84.0,es,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,0,1,0,0,0,0,0,0,2012927.0
13974,"['hannah', 'montana', 'movie']","['best', 'worldsnow', 'choose', 'one']","['miley', 'stewart', 'aka', 'popstar', 'hannah', 'montana', 'get', 'caught', 'superstar', 'celebrity', 'lifestyle', 'dad', 'decides', 'time', 'total', 'change', 'scenery', 'sweet', 'nibblets', 'miley', 'must', 'trade', 'glitz', 'glamour', 'hollywood', 'ol', 'blue', 'jean', 'family', 'farm', 'tennessee', 'question', 'miley', 'stewart', 'hannah', 'montana', 'little', 'help', 'friend', 'awesome', 'guest', 'star', 'taylor', 'swift', 'rascal', 'flatts', 'vanessa', 'williams', 'figure', 'whether', 'choose', 'hannah', 'miley']",465.0,6.0,2009-04-10,102.0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,263,0,0,0,0,0,0,0,0,155545279.0
13975,"['gi', 'joe', 'rise', 'cobra']","['else', 'fails']","['egyptian', 'desert', 'deep', 'polar', 'ice', 'cap', 'elite', 'gi', 'joe', 'team', 'us', 'latest', 'nextgeneration', 'spy', 'military', 'equipment', 'fight', 'corrupt', 'arm', 'dealer', 'destro', 'growing', 'threat', 'mysterious', 'cobra', 'organization', 'prevent', 'plunging', 'world', 'chaos']",1988.0,5.6,2009-08-04,118.0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1003,1,0,0,0,0,0,0,0,302469017.0
13979,"['12', 'round']","['survive', '12']","['new', 'orleans', 'cop', 'danny', 'fisher', 'prevents', 'brilliant', 'thief', 'successfully', 'carrying', 'latest', 'heist', 'thief', 'girlfriend', 'accidentally', 'killed', 'hungry', 'revenge', 'criminal', 'mastermind', 'break', 'prison', 'kidnaps', 'dannys', 'fiancee', 'save', 'danny', 'must', 'successfully', 'navigate', 'way', 'elaborate', 'series', 'task', 'puzzle', 'else', 'watch', 'love', 'life', 'die']",223.0,5.7,2009-03-19,108.0,en,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,0,1,0,0,0,0,0,0,17280326.0
13980,"['silent', 'night', 'deadly', 'night', 'ii']","['nightmare', 'begin']","['door', 'mental', 'hospital', 'open', 'releasing', 'ricky', 'confines', 'take', 'terrifying', 'memory', 'brother', 'billy', 'death', 'burning', 'image', 'mother', 'superiorthe', 'powerful', 'figure', 'brought', 'brother', 'violent', 'demise', 'ricky', 'starting', 'new', 'life', 'mean', 'avenging', 'brother', 'death', 'whatever', 'mean', 'necessary', 'whether', 'cutting', 'edge', 'shiny', 'steel', 'knife', 'blade', 'electrifying', 'charge', 'set', 'battery', 'cable', 'ricky', 'set', 'blind', 'journey', 'revenge', 'leading', 'ultimately', 'mother', 'superior', 'mother', 'superior', 'prays', 'dark', 'suggest', 'say', 'extra', 'prayer', 'even', 'faith', 'enough', 'stop', 'ricky', 'prayer', 'little', 'silent', 'part', 'night']",26.0,4.7,1987-04-10,88.0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,154323.0
13989,['one'],[],"['handyman', 'niller', 'come', 'install', 'sus', 'new', 'kitchen', 'one', 'day', 'immediate', 'crush', 'sweet', 'escape', 'problematic', 'relationship']",18.0,6.2,1999-04-01,106.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,5405313.0
14007,"['evangelion', '10', 'alone']",[],"['second', 'impact', 'tokyo3', 'attacked', 'giant', 'creature', 'called', 'angel', 'seek', 'eradicate', 'humankind', 'child', 'shinjis', 'objective', 'fight', 'angel', 'piloting', 'one', 'mysterious', 'evangelion', 'mecha', 'unit', 'remake', 'first', 'six', 'episode', 'gainaxs', 'famous', '1996', 'anime', 'series', 'film', 'retitled', 'evangelion', '101', 'dvd', 'release', 'evangelion', '111', 'release', 'bluray', 'additional', 'scene']",132.0,7.4,2007-09-01,97.0,ja,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,223839.0
14017,['adam'],"['story', 'two', 'stranger', 'one', 'little', 'stranger']","['adam', 'lonely', 'man', 'aspergers', 'syndrome', 'develops', 'relationship', 'upstairs', 'neighbor', 'beth']",152.0,6.9,2009-07-29,99.0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2277396.0
14023,['gigantic'],"['come', 'family', 'relationship', 'small', 'surprise']","['young', 'mattress', 'salesman', 'brian', 'decides', 'adopt', 'baby', 'china', 'distracted', 'form', 'relationship', 'quirky', 'wealthy', 'harriet', 'meet', 'mattress', 'store', 'relationship', 'flourish', 'unbeknownst', 'hitman', 'trying', 'kill', 'brian']",51.0,5.8,2008-09-09,99.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,165888.0
14024,"['time', 'traveler', 'wife']",[],"['due', 'genetic', 'disorder', 'handsome', 'librarian', 'henry', 'detamble', 'involuntarily', 'zip', 'time', 'appearing', 'various', 'moment', 'life', 'true', 'love', 'beautiful', 'artist', 'clare', 'abshire']",815.0,6.7,2009-08-14,107.0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,101229792.0
14031,['bandslam'],"['band', 'together']","['high', 'school', 'social', 'outcast', 'popular', 'girl', 'bond', 'shared', 'love', 'music']",129.0,5.4,2009-08-06,111.0,en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,0,0,0,0,1,0,0,0,5210988.0
14033,"['harvard', 'beat', 'yale', '2929']",[],"['filmmaker', 'kevin', 'rafferty', 'take', 'viewer', '1968', 'witness', 'legendary', 'college', 'football', 'game', 'meet', 'people', 'involved', 'interweaving', 'actual', 'gridiron', 'footage', 'player', 'reflection', 'name', 'may', 'familiar', 'tommy', 'lee', 'jones', 'friend', 'al', 'gore', 'george', 'w', 'bush', 'among', 'interviewee', 'view', 'game', 'place', 'turbulent', 'history', '1960s', 'college', 'scene', 'add', 'unexpected', 'dimension']",2.0,6.5,2008-11-19,105.0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268431.0
14035,"['meet', 'brown']","['check', 'baggage', 'door']","['single', 'mother', 'living', 'inner', 'city', 'chicago', 'brenda', 'struggling', 'year', 'make', 'end', 'meet', 'keep', 'three', 'kid', 'streetbut', 'shes', 'laid', 'warning', 'start', 'losing', 'hope', 'first', 'time', 'letter', 'arrives', 'announcing', 'death', 'father', 'shes', 'never', 'metdesperate', 'kind', 'help', 'brenda', 'take', 'family', 'georgia', 'funeral', 'nothing', 'could', 'prepared', 'brown', 'father', 'funloving', 'crass', 'southern', 'clan', 'smalltown', 'world', 'full', 'long', 'afternoon', 'country', 'fair', 'brenda', 'struggle', 'get', 'know', 'family', 'never', 'knew', 'existedand', 'find', 'brand', 'new', 'romance', 'might', 'change', 'lifethe', 'story', 'adapted', 'tyler', 'perry', 'stage', 'play', 'meet', 'brown', 'perry', 'portray', 'madea', 'uncle', 'joe', 'film']",35.0,6.0,2008-03-21,100.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,79,1,0,0,0,0,0,0,0,41939392.0
14036,"['love', 'beth', 'cooper']","['popularity', 'nice', 'popular', 'girl']","['nerdy', 'teenager', 'denis', 'cooverman', 'paul', 'rust', 'harbor', 'secret', 'crush', 'beth', 'cooper', 'hayden', 'panettiere', 'hottest', 'girl', 'high', 'school', 'graduation', 'speech', 'denis', 'let', 'cat', 'bag', 'declares', 'love', 'beth', 'instead', 'dissing', 'denis', 'show', 'house', 'later', 'day', 'promise', 'show', 'time', 'life']",204.0,5.2,2009-07-10,102.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,1,0,0,0,0,0,0,0,15345201.0
14041,"['paper', 'heart']","['story', 'love', 'taking', 'life']","['paper', 'heart', 'follows', 'nick', 'charlyne', 'crosscountry', 'journey', 'document', 'exactly', 'love', 'interviewing', 'minister', 'happily', 'married', 'couple', 'chemist', 'romance', 'novelist', 'divorce', 'lawyer', 'group', 'child', 'determined', 'young', 'girl', 'attempt', 'find', 'definition', 'perhaps', 'even', 'experience', 'mysterious', 'emotion']",37.0,5.7,2009-07-31,88.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1296971.0
14044,['gforce'],"['world', 'need', 'bigger', 'hero']","['team', 'trained', 'secret', 'agent', 'animal', 'guinea', 'pig', 'darwin', 'juarez', 'blaster', 'mole', 'speckle', 'fly', 'mooch', 'take', 'mission', 'u', 'government', 'stop', 'evil', 'leonard', 'saber', 'plan', 'destroy', 'world', 'household', 'appliance', 'government', 'shuts', 'sentenced', 'pet', 'shop', 'escape', 'defeat', 'villain', 'save', 'world']",519.0,5.1,2009-07-21,88.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,263,1,0,0,0,0,0,0,0,292817841.0
14045,"['christopher', 'columbus', 'discovery']",[],"['genoan', 'navigator', 'christopher', 'columbus', 'dream', 'find', 'alternative', 'route', 'sail', 'indie', 'traveling', 'west', 'instead', 'east', 'across', 'unchartered', 'ocean', 'sea', 'failing', 'find', 'backing', 'portugese', 'go', 'spanish', 'court', 'ask', 'queen', 'isabella', 'king', 'ferdinand', 'help', 'surviving', 'grilling', 'head', 'spanish', 'inquisition', 'tomas', 'de', 'torquemada', 'eventually', 'get', 'blessing', 'queen', 'isabella', 'set', 'sail', 'three', 'ship', 'travel', 'unknown', 'along', 'way', 'must', 'deal', 'sabotage', 'portugese', 'spy', 'mutiny', 'rebellious', 'crew']",13.0,4.3,1992-08-21,120.0,fr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,1,0,0,0,0,0,0,0,8251071.0
14046,['fighting'],"['dream', 'worth', 'fight']","['smalltown', 'boy', 'shawn', 'macarthur', 'come', 'new', 'york', 'city', 'nothing', 'barely', 'earning', 'living', 'selling', 'counterfeit', 'good', 'street', 'luck', 'change', 'scam', 'artist', 'harvey', 'boarden', 'see', 'natural', 'talent', 'streetfighting', 'harvey', 'offer', 'shawn', 'help', 'making', 'real', 'cash', 'two', 'form', 'uneasy', 'partnership']",198.0,5.5,2009-04-24,105.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1003,1,0,0,0,0,0,0,0,32474120.0
14047,['tetro'],"['every', 'family', 'secret']","['bennie', 'travel', 'buenos', 'aire', 'find', 'longmissing', 'older', 'brother', 'oncepromising', 'writer', 'remnant', 'former', 'self', 'benny', 'discovery', 'brother', 'nearfinished', 'play', 'might', 'hold', 'answer', 'understanding', 'shared', 'past', 'renewing', 'bond']",49.0,6.7,2009-06-11,127.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,1,0,0,0,0,0,0,0,113221.0
14052,['bronson'],"['man', 'myth', 'celebrity']","['young', 'man', 'sentenced', '7', 'year', 'prison', 'robbing', 'post', 'office', 'end', 'spending', '30', 'year', 'solitary', 'confinement', 'time', 'personality', 'supplanted', 'alter', 'ego', 'charles', 'bronson']",756.0,6.9,2008-10-09,92.0,en,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,1,1,0,0,0,2260712.0
14063,"['secret', 'moonacre']","['magical', 'journey', 'begin']","['13', 'year', 'old', 'maria', 'merryweathers', 'father', 'dy', 'leaving', 'orphaned', 'homeless', 'forced', 'leave', 'luxurious', 'london', 'life', 'go', 'live', 'sir', 'benjamin', 'eccentric', 'uncle', 'know', 'mysterious', 'moonacre', 'manor']",112.0,6.2,2008-09-06,103.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62,1,0,0,0,0,0,0,0,7070330.0
14078,"['might', 'get', 'loud']",[],"['documentary', 'electric', 'guitar', 'point', 'view', 'three', 'significant', 'rock', 'musician', 'edge', 'jimmy', 'page', 'jack', 'white']",54.0,7.4,2009-08-14,97.0,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1896244.0
14086,"['pom', 'pom', 'girl']","['anyone', 'forget', 'girl', 'really', 'turned', 'u']","['football', 'player', 'rosedale', 'high', 'school', 'amorous', 'one', 'cheerleader', 'going', 'another', 'guy', 'another', 'player', 'decide', 'two', 'cheerleader', 'want', 'meanwhile', 'big', 'game', 'hardin', 'high', 'school', 'approaching', 'prank', 'war', 'full', 'swing']",12.0,5.2,1976-05-01,89.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,1,0,0,0,0,0,0,0,17883410.0
14088,"['post', 'grad']","['prelife', 'crisis']","['ryden', 'malby', 'master', 'plan', 'graduate', 'college', 'get', 'great', 'job', 'hang', 'best', 'friend', 'find', 'perfect', 'guy', 'plan', 'spin', 'hilariously', 'control', 'shes', 'forced', 'move', 'back', 'home', 'eccentric', 'family']",102.0,5.0,2009-08-21,89.0,en,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65,0,0,0,0,0,0,1,0,6405245.0
14094,"['life', 'ruin']","['fun', 'without', 'passport']","['greek', 'tour', 'guide', 'named', 'georgia', 'attempt', 'recapture', 'kefi', 'greek', 'mojo', 'guiding', 'ragtag', 'group', 'tourist', 'around', 'greece', 'showing', 'beauty', 'native', 'land', 'along', 'way', 'manages', 'open', 'eye', 'wonder', 'exotic', 'foreign', 'land', 'beginning', 'see', 'world', 'new', 'set', 'eye', 'process']",104.0,5.6,2009-02-06,95.0,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,1,0,0,0,0,0,0,0,20455276.0
14097,"['paris', '36']",[],"['star', 'born', 'time', 'celebration', 'instability', 'historical', 'drama', 'music', 'director', 'christophe', 'barratier', 'spring', '1936', 'paris', 'state', 'uncertainty', 'rise', 'third', 'reich', 'germany', 'worry', 'many', 'leftist', 'unionoriented', 'candidate', 'léon', 'blum', 'voted', 'power', 'organized', 'labor', 'feeling', 'new', 'power', 'standing', 'management']",29.0,6.2,2008-09-24,120.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,1,0,0,0,0,0,0,0,850575.0
14107,"['cargo', '200']",[],"['young', 'woman', 'taken', 'hostage', 'police', 'officer', 'subsequently', 'abused', 'lawman', 'gone', 'mad']",26.0,7.1,2007-06-06,89.0,other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,121129.0
14108,"['halloween', 'ii']","['family', 'forever']","['laurie', 'strode', 'struggle', 'come', 'term', 'brother', 'micheals', 'deadly', 'return', 'haddonfield', 'illinois', 'meanwhile', 'michael', 'prepares', 'another', 'reunion', 'sister']",273.0,5.1,2009-08-28,105.0,en,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,96,0,1,1,0,0,0,0,0,39421467.0
14110,"['five', 'graf', 'cairo']","['woman', 'start', 'rout', 'rommel']","['british', 'army', 'retreating', 'ahead', 'victorious', 'rommel', 'leaf', 'lone', 'survivor', 'egyptian', 'border', 'find', 'refuge', 'remote', 'desert', 'hotel', 'helped', 'hotel', 'owner', 'despite', 'protest', 'french', 'chambermaid', 'afraid', 'imminent', 'arrival', 'rommel', 'german', 'john', 'assumes', 'identity', 'recently', 'deceased', 'waiter', 'survive']",22.0,6.9,1943-05-03,96.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1003,1,0,0,1,0,0,0,0,1200000.0
14114,['videocracy'],"['shame', 'europe']","['country', 'bella', 'figura', 'national', 'pastime', 'prime', 'minister', 'silvio', 'berlusconi', 'maestro', 'medium', 'manipulation', 'risen', 'political', 'primacy', 'aid', 'mediaset', 'empire', 'control', '90', 'bel', 'paeses', 'television', 'channel', 'including', 'staterun', 'rai', 'network', 'quantity', 'seems', 'equal', 'quality', 'fed', 'diet', 'seminaked', 'dancing', 'girl', 'inane', 'competition', 'rickety', 'reality', 'show', 'built', 'around', 'ridiculous', 'premise', 'wonder', 'italian', 'becoming', 'nation', 'famehungry', 'wannabe']",9.0,6.4,2009-09-04,85.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,1179676.0
14115,"['secret', 'eye']",[],"['retired', 'legal', 'counselor', 'writes', 'novel', 'hoping', 'find', 'closure', 'one', 'past', 'unresolved', 'homicide', 'case', 'unreciprocated', 'love', 'superior', 'still', 'haunt', 'decade', 'later']",638.0,7.8,2009-08-13,129.0,es,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,1,0,0,0,0,0,0,0,33965843.0
14117,['9'],"['world', 'ended', 'mission', 'began']","['9', 'first', 'come', 'life', 'find', 'postapocalyptic', 'world', 'human', 'gone', 'chance', 'discovers', 'small', 'community', 'others', 'like', 'taking', 'refuge', 'fearsome', 'machine', 'roam', 'earth', 'intent', 'extinction', 'despite', 'neophyte', 'group', '9', 'convinces', 'others', 'hiding', 'good']",1291.0,6.6,2009-08-19,79.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,119,1,0,0,0,0,0,0,0,48428063.0
14134,['pandorum'],"['fear', 'end', 'world', 'fear', 'happens', 'next']","['two', 'crew', 'member', 'wake', 'abandoned', 'spacecraft', 'idea', 'long', 'theyve', 'asleep', 'mission', 'two', 'soon', 'discover', 'actually', 'alone', 'reality', 'situation', 'horrifying', 'could', 'imagined']",783.0,6.5,2009-09-08,108.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,1,0,0,0,0,0,0,0,20645327.0
14141,"['men', 'stare', 'goat']","['goat', 'glory']","['reporter', 'iraq', 'might', 'story', 'lifetime', 'meet', 'lyn', 'cassady', 'guy', 'claim', 'former', 'member', 'u', 'army', 'new', 'earth', 'army', 'unit', 'employ', 'paranormal', 'power', 'mission']",755.0,5.9,2009-10-17,93.0,en,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,131,0,0,0,0,0,0,0,1,68729358.0
14156,"['jennifers', 'body']","['shes', 'evil', 'high', 'school', 'evil']","['newly', 'possessed', 'cheerleader', 'turn', 'killer', 'specializes', 'offing', 'male', 'classmate', 'best', 'friend', 'put', 'end', 'horror']",858.0,5.3,2009-09-18,100.0,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65,0,0,0,0,0,0,0,1,31556061.0
14157,['informant'],"['based', 'tattletale']","['rising', 'star', 'agriindustry', 'giant', 'archer', 'daniel', 'midland', 'adm', 'mark', 'whitacre', 'suddenly', 'turn', 'whistleblower', 'even', 'expose', 'company', 'multinational', 'pricefixing', 'conspiracy', 'fbi', 'whitacre', 'envisions', 'hailed', 'hero', 'common', 'man', 'handed', 'promotion']",305.0,6.0,2009-09-18,108.0,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1250,0,0,0,0,0,0,1,0,35424826.0
14164,['extract'],"['sticking', 'man', 'never', 'looked', 'good']","['owner', 'factory', 'produce', 'flavor', 'extract', 'joel', 'reynold', 'seems', 'really', 'missing', 'sexual', 'attention', 'wife', 'suzie', 'joel', 'hatch', 'convoluted', 'plan', 'get', 'suzie', 'cheat', 'thereby', 'clearing', 'way', 'joel', 'affair', 'cindy', 'employee', 'joel', 'know', 'cindy', 'sociopathic', 'con', 'artist', 'freak', 'workplace', 'accident', 'clear', 'way', 'ruin', 'joel', 'forever']",192.0,5.7,2009-09-03,92.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,183,1,0,0,0,0,0,0,0,10848783.0
14165,"['final', 'destination']","['rest', 'piece']","['young', 'man', 'premonition', 'deadly', 'racecar', 'crash', 'help', 'save', 'life', 'peer', 'death', 'set', 'collect', 'evaded', 'end']",851.0,5.4,2009-08-26,82.0,en,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,277,1,0,0,0,0,0,0,0,186167139.0
